"IDpol","OccurDate","Payment","IDclaim","Guarantee"
"90103747.10a",2004-02-07,944,"1207796","TPL"
"90104142.10a",2004-02-07,5359,"1207692","Theft"
"90104996.101a",2004-02-07,1011,"1207584","Damage"
"90112650.101a",2004-02-07,363,"1207797","Windscreen"
"90113339.101a",2004-02-07,317,"1207519","Damage"
"90113745.101a",2004-02-07,693,"1208198","TPL"
"90128405.101b",2004-02-07,399,"1208451","Windscreen"
"90146035.100c",2004-02-07,5359,"1207864","Damage"
"90148444.101a",2004-02-07,385,"1207973","Windscreen"
"90153627.100a",2004-02-07,271,"1207561","Windscreen"
"90169017.100b",2004-02-07,108,"1207873","Theft"
"1001951.100a",2004-02-08,4777,"1207662","Damage"
"20100490.10b",2004-02-08,194,"1208094","Windscreen"
"70203714.100a",2004-02-08,789,"1207588","TPL"
"90111332.10b",2004-02-08,804,"1207696","Theft"
"90124767.101c",2004-02-08,40,"1208093","Windscreen"
"90130925.100a",2004-02-08,57,"1209887","TPL"
"90147388.100a",2004-02-08,2239,"1207860","TPL"
"90156460.100b",2004-02-08,598,"1207802","Theft"
"90157120.102c",2004-02-08,356,"1207875","Windscreen"
"80100013.100a",2004-02-09,5507,"1207499","TPL"
"90105206.101a",2004-02-09,72,"1207694","TPL"
"90109510.100c",2004-02-09,1201,"1207503","TPL"
"90134233.100b",2004-02-09,0,"1207447","TPL"
"90150872.102a",2004-02-09,332,"1207783","Windscreen"
"90172141.100a",2004-02-09,2340,"1207703","TPL"
"90173829.100a",2004-02-09,1492,"1207625","TPL"
"90181299.100a",2004-02-09,618,"1207593","TPL"
"1003373.101a",2004-02-10,5201,"1207475","TPL"
"80100260.101a",2004-02-10,2762,"1207657","TPL"
"90100757.10a",2004-02-10,2778,"1207392","TPL"
"90110864.101a",2004-02-10,316,"1207955","Windscreen"
"90134500.101a",2004-02-10,1117,"1207674","Damage"
"90135248.100a",2004-02-10,61,"1207970","Windscreen"
"90144842.100a",2004-02-10,266,"1208249","Windscreen"
"90147045.100a",2004-02-10,519,"1208187","TPL"
"90150195.100a",2004-02-10,2858,"1207234","TPL"
"90169258.100a",2004-02-10,1787,"1208164","Damage"
"90187801.101a",2004-02-10,345,"1207524","TPL"
"1009103.100a",2004-02-11,1763,"1207414","TPL"
"80200167.10a",2004-02-11,834,"1207704","Damage"
"90104643.102a",2004-02-11,28,"1207613","TPL"
"90107861.101a",2004-02-11,2058,"1207856","TPL"
"90108922.101b",2004-02-11,2858,"1207690","TPL"
"90133244.100b",2004-02-11,231,"1207484","Windscreen"
"90133607.103a",2004-02-11,184,"1208132","Windscreen"
"90147011.100b",2004-02-11,978,"1207886","Damage"
"90151533.100a",2004-02-11,151,"1208292","Windscreen"
"90156253.100a",2004-02-11,3970,"1207676","TPL"
"90156429.101a",2004-02-11,304,"1207800","Windscreen"
"90157804.100b",2004-02-11,1430,"1207994","Damage"
"90166995.100a",2004-02-11,199,"1207599","Windscreen"
"90167164.100a",2004-02-11,72,"1209814","Windscreen"
"90176196.100a",2004-02-11,915,"1207454","TPL"
"90188407.100b",2004-02-11,520,"1208346","TPL"
"90191156.100a",2004-02-11,213,"1207850","Windscreen"
"189.101a",2004-02-12,972,"1207146","TPL"
"90104530.101a",2004-02-12,61,"1207300","Windscreen"
"90122962.101a",2004-02-12,303,"1207304","TPL"
"90124674.101b",2004-02-12,915,"1207215","TPL"
"90129663.100b",2004-02-12,20,"1207248","TPL"
"90131733.100a",2004-02-12,234,"1208527","Windscreen"
"90132865.101b",2004-02-12,18035,"1207306","Windscreen"
"90132865.101b",2004-02-12,173,"1207308","Windscreen"
"90134417.100b",2004-02-12,339,"1208133","Windscreen"
"90134599.101a",2004-02-12,7144,"1207388","Theft"
"90141123.100b",2004-02-12,2287,"1207504","TPL"
"90151263.100b",2004-02-12,257,"1207528","TPL"
"90151975.100a",2004-02-12,878,"1207542","Theft"
"90152137.100a",2004-02-12,2344,"1207465","TPL"
"90154564.100a",2004-02-12,221,"1207335","Windscreen"
"90167788.100b",2004-02-12,7859,"1209976","TPL"
"90176399.101a",2004-02-12,614,"1207758","Windscreen"
"1002160.100a",2004-02-13,91,"1207737","Windscreen"
"1005327.102a",2004-02-13,318,"1207294","Windscreen"
"10200036.101c",2004-02-13,1218,"1207034","Theft"
"80100244.10a",2004-02-13,319,"1208008","Windscreen"
"90105840.10b",2004-02-13,915,"1207486","TPL"
"90134348.100a",2004-02-13,195,"1207506","TPL"
"90138217.100a",2004-02-13,0,"1207204","Damage"
"90172908.101a",2004-02-13,260,"1207760","Windscreen"
"90178240.100c",2004-02-13,217,"1207804","Windscreen"
"90189182.100b",2004-02-13,143,"1207789","TPL"
"20200602.101b",2004-02-14,60,"1207959","TPL"
"90131287.100a",2004-02-14,381,"1207420","Windscreen"
"90133733.100a",2004-02-14,0,"1207260","Damage"
"90134251.100a",2004-02-14,1715,"1207322","TPL"
"90155056.100a",2004-02-14,516,"1208729","TPL"
"90181594.100a",2004-02-14,322,"1207636","Damage"
"10100096.101a",2004-02-15,2680,"1207188","Other"
"70201617.101c",2004-02-15,238,"1209294","Windscreen"
"90101634.10a",2004-02-15,199,"1207242","Windscreen"
"90107853.101a",2004-02-15,1072,"1207168","Damage"
"90110909.102a",2004-02-15,491,"1207495","TPL"
"90131289.100a",2004-02-15,186,"1207348","TPL"
"90153781.100b",2004-02-15,247,"1207793","Windscreen"
"90154117.101b",2004-02-15,121,"1207224","TPL"
"90155366.100a",2004-02-15,351,"1207365","Windscreen"
"90166850.100b",2004-02-15,480,"1207444","Theft"
"90170991.101a",2004-02-15,298,"1207468","Windscreen"
"90177813.100a",2004-02-15,394,"1207469","Windscreen"
"90179146.100a",2004-02-15,248,"1207240","Windscreen"
"90182202.100a",2004-02-15,4916,"1207163","TPL"
"90187312.100a",2004-02-15,0,"1207145","TPL"
"90187312.100a",2004-02-15,63,"1207619","Windscreen"
"90188237.100a",2004-02-15,287,"1207817","Windscreen"
"1009521.100a",2004-02-16,3886,"1207137","TPL"
"90104660.101a",2004-02-16,1229,"1207217","TPL"
"90132287.100a",2004-02-16,750,"1207638","Theft"
"90132653.101a",2004-02-16,156,"1207442","Windscreen"
"90132898.100b",2004-02-16,250,"1207634","Windscreen"
"90132912.100b",2004-02-16,217,"1207103","Windscreen"
"90141066.100a",2004-02-16,252,"1207801","Windscreen"
"90148236.100a",2004-02-16,330,"1207180","Windscreen"
"90153350.100a",2004-02-16,2895,"1207565","TPL"
"90158171.100b",2004-02-16,432,"1207385","TPL"
"90178407.100b",2004-02-16,157,"1207827","TPL"
"90181930.101a",2004-02-16,894,"1207190","Damage"
"90188046.100b",2004-02-16,1288,"1207483","Damage"
"90109458.100a",2004-02-17,367,"1207764","Windscreen"
"90111244.10a",2004-02-17,1072,"1207974","Damage"
"90152193.100a",2004-02-17,2680,"1208257","Damage"
"90168961.100a",2004-02-17,915,"1208119","TPL"
"1002745.100a",2004-02-18,3058,"1206976","TPL"
"20100120.10b",2004-02-18,7773,"1207016","TPL"
"90104694.100b",2004-02-18,268,"1206966","Windscreen"
"90125953.102a",2004-02-18,2544,"1207445","TPL"
"90141072.101a",2004-02-18,4006,"1207158","Damage"
"90144657.101c",2004-02-18,86,"1207535","TPL"
"90145541.100a",2004-02-18,57,"1207207","TPL"
"90146956.101a",2004-02-18,199,"1207372","Windscreen"
"90147791.100c",2004-02-18,915,"1206992","TPL"
"90148183.100a",2004-02-18,616,"1207393","TPL"
"90148227.100a",2004-02-18,65,"1207233","Damage"
"90155655.100b",2004-02-18,161,"1207185","Windscreen"
"90164646.100a",2004-02-18,185,"1207514","TPL"
"90165325.100c",2004-02-18,0,"1208431","Damage"
"90171946.100a",2004-02-18,4467,"1207091","Damage"
"90172827.100b",2004-02-18,613,"1206974","Damage"
"90186072.100a",2004-02-18,313,"1208077","Windscreen"
"90118474.101a",2004-02-19,2697,"1207210","Damage"
"90121951.101a",2004-02-19,266,"1208448","Windscreen"
"90127514.101b",2004-02-19,597,"1207058","TPL"
"90129274.101a",2004-02-19,4287,"1207164","TPL"
"90132504.104a",2004-02-19,451,"1207400","Windscreen"
"90133044.100a",2004-02-19,87,"1207055","TPL"
"90134831.101a",2004-02-19,531,"1207011","TPL"
"90135120.101a",2004-02-19,3058,"1207521","TPL"
"90148562.100a",2004-02-19,2858,"1207104","TPL"
"90154904.102a",2004-02-19,1282,"1207516","Windscreen"
"90156067.100a",2004-02-19,497,"1207023","TPL"
"90160037.100a",2004-02-19,572,"1207075","Windscreen"
"90171967.100a",2004-02-19,915,"1207076","TPL"
"90174213.101e",2004-02-19,4467,"1207118","Damage"
"90180626.100c",2004-02-19,2144,"1206995","TPL"
"90188384.100a",2004-02-19,175,"1207900","Windscreen"
"1005218.100a",2004-02-20,369,"1207254","Windscreen"
"160.104b",2004-02-20,1980,"1207086","Damage"
"90108279.100a",2004-02-20,915,"1206930","TPL"
"90132302.100a",2004-02-20,614,"1207105","TPL"
"90148053.100c",2004-02-20,4482,"1207362","Damage"
"90148949.100a",2004-02-20,915,"1207387","TPL"
"90149198.100a",2004-02-20,224,"1207002","Windscreen"
"90151972.100b",2004-02-20,248,"1206990","TPL"
"90152594.102a",2004-02-20,0,"1206943","TPL"
"90163328.100b",2004-02-20,0,"1207174","TPL"
"90166398.100a",2004-02-20,5201,"1206836","TPL"
"90169053.100b",2004-02-20,223,"1207807","Windscreen"
"90172524.100a",2004-02-20,134,"1206784","Windscreen"
"90181946.102a",2004-02-20,1030,"1206780","TPL"
"90192944.100b",2004-02-20,272,"1206920","TPL"
"10100005.100a",2004-02-21,309,"1206965","TPL"
"80100186.101c",2004-02-21,295,"1207761","Windscreen"
"90105156.101a",2004-02-21,532,"1206927","Theft"
"90108851.101b",2004-02-21,199,"1206892","TPL"
"90113742.101a",2004-02-21,255,"1207762","Windscreen"
"90120946.101a",2004-02-21,4548,"1206811","TPL"
"90133135.102c",2004-02-21,2069,"1206885","TPL"
"90144646.101b",2004-02-21,676,"1207522","TPL"
"90149611.100a",2004-02-21,356,"1207140","Windscreen"
"90151252.100a",2004-02-21,362,"1206826","Windscreen"
"90153347.100a",2004-02-21,124,"1207705","Windscreen"
"90170337.100a",2004-02-21,915,"1207010","TPL"
"90172426.100b",2004-02-21,275,"1206758","Windscreen"
"90177943.100a",2004-02-21,524,"1206896","TPL"
"90185431.100b",2004-02-21,301,"1206999","TPL"
"30100061.101c",2004-02-22,91,"1207336","Windscreen"
"90103976.102b",2004-02-22,260,"1207424","Windscreen"
"90107141.101a",2004-02-22,236,"1207040","Windscreen"
"90110150.101b",2004-02-22,416,"1207408","Windscreen"
"90122968.100a",2004-02-22,0,"1207123","Other"
"90128056.101b",2004-02-22,915,"1206773","TPL"
"90140607.100a",2004-02-22,91,"1207379","Windscreen"
"90145422.100a",2004-02-22,915,"1207667","TPL"
"90147817.100a",2004-02-22,97,"1207375","Windscreen"
"90148418.101a",2004-02-22,475,"1207222","TPL"
"90153184.102a",2004-02-22,135,"1206922","Windscreen"
"90158219.100b",2004-02-22,295,"1208142","Windscreen"
"90158781.100b",2004-02-22,279,"1206891","Windscreen"
"90170313.100a",2004-02-22,167,"1207759","Windscreen"
"90170433.100a",2004-02-22,378,"1207844","Windscreen"
"90177972.100a",2004-02-22,199,"1207127","TPL"
"90194468.100a",2004-02-22,144,"1207491","Damage"
"1003052.100a",2004-02-23,326,"1207467","Windscreen"
"60200030.10a",2004-02-23,1067,"1206865","Damage"
"90114134.101a",2004-02-23,399,"1208212","Windscreen"
"90119669.101a",2004-02-23,37,"1206945","TPL"
"90139338.100a",2004-02-23,1484,"1206812","TPL"
"90151253.100c",2004-02-23,564,"1206923","TPL"
"90156620.100a",2004-02-23,269,"1207139","Windscreen"
"90158368.100a",2004-02-23,2140,"1206905","TPL"
"90164564.101b",2004-02-23,715,"1206676","Windscreen"
"80100007.10a",2004-02-24,234,"1206638","TPL"
"90100049.101c",2004-02-24,2680,"1206733","Damage"
"90152219.100a",2004-02-24,612,"1206851","Theft"
"90179718.100a",2004-02-24,794,"1206872","Theft"
"90187380.100b",2004-02-24,915,"1206710","TPL"
"90194850.100a",2004-02-24,5201,"1206841","TPL"
"90100000.101a",2004-02-25,939,"1206864","TPL"
"90109037.101a",2004-02-25,478,"1206769","TPL"
"90132822.100a",2004-02-25,63,"1206800","Windscreen"
"90134874.100a",2004-02-25,441,"1206799","Windscreen"
"90139486.100b",2004-02-25,310,"1206858","TPL"
"90151980.100a",2004-02-25,1770,"1206701","Theft"
"90152903.100a",2004-02-25,1191,"1207102","Damage"
"90153679.102a",2004-02-25,1143,"1206658","TPL"
"90154357.101a",2004-02-25,189,"1206859","Windscreen"
"90159819.100a",2004-02-25,337,"1207286","Windscreen"
"1000896.10a",2004-02-26,846,"1206606","Theft"
"1007654.100a",2004-02-26,188,"1207165","Windscreen"
"20100312.100a",2004-02-26,1314,"1206470","TPL"
"60100379.101b",2004-02-26,133,"1207590","Windscreen"
"70201117.101a",2004-02-26,162,"1207068","Windscreen"
"90103229.100c",2004-02-26,3507,"1206663","Damage"
"90108868.100a",2004-02-26,523,"1206867","TPL"
"90121561.101a",2004-02-26,1011,"1206988","TPL"
"90128662.101c",2004-02-26,405,"1206450","Windscreen"
"90128810.101c",2004-02-26,1429,"1206614","TPL"
"90133296.102a",2004-02-26,210,"1206761","TPL"
"90141070.100b",2004-02-26,85,"1207049","Other"
"90145514.101a",2004-02-26,1787,"1206683","Theft"
"90153058.100a",2004-02-26,207,"1206759","Windscreen"
"90155412.100b",2004-02-26,77,"1207564","Windscreen"
"90159148.100a",2004-02-26,208,"1206655","TPL"
"90180842.100b",2004-02-26,111,"1208311","Windscreen"
"90188853.101a",2004-02-26,343,"1207672","TPL"
"20100324.100a",2004-02-27,637,"1207144","Windscreen"
"90106074.102b",2004-02-27,428,"1207178","TPL"
"90110448.101a",2004-02-27,915,"1206775","TPL"
"90115980.102b",2004-02-27,276,"1207141","Windscreen"
"90127296.100b",2004-02-27,199,"1207039","TPL"
"90134114.100a",2004-02-27,915,"1206837","TPL"
"90134529.102a",2004-02-27,915,"1206667","TPL"
"90141532.100a",2004-02-27,915,"1207044","TPL"
"90149104.102b",2004-02-27,228,"1206791","Windscreen"
"90153132.100d",2004-02-27,1143,"1206772","TPL"
"90158781.100a",2004-02-27,698,"1206970","TPL"
"90172044.100b",2004-02-27,256,"1207316","Windscreen"
"90186827.100a",2004-02-27,63,"1207067","Windscreen"
"90187129.100a",2004-02-27,725,"1206536","TPL"
"90105309.101b",2004-02-28,902,"1206384","TPL"
"90105514.101c",2004-02-28,386,"1206625","Windscreen"
"90105765.10a",2004-02-28,915,"1206862","TPL"
"90122963.101a",2004-02-28,915,"1206705","TPL"
"90148612.100a",2004-02-28,915,"1206779","TPL"
"90151285.100a",2004-02-28,272,"1207541","Windscreen"
"90153842.100b",2004-02-28,252,"1206504","TPL"
"90167348.100a",2004-02-28,0,"1206747","TPL"
"90169006.100c",2004-02-28,1429,"1206566","TPL"
"90181660.100a",2004-02-28,199,"1206491","TPL"
"90186754.100b",2004-02-28,161,"1208281","Windscreen"
"10100165.103b",2004-03-01,1429,"1209482","TPL"
"30200196.10a",2004-03-01,322,"1206545","Theft"
"80200195.100a",2004-03-01,101,"1207398","Windscreen"
"90109725.100a",2004-03-01,200,"1206278","Windscreen"
"90126744.101b",2004-03-01,124,"1206662","Windscreen"
"90127527.101a",2004-03-01,318,"1207825","Windscreen"
"90135207.101a",2004-03-01,48,"1206329","TPL"
"90148059.100a",2004-03-01,2658,"1206344","TPL"
"90148928.101a",2004-03-01,69,"1206983","Windscreen"
"90151851.101b",2004-03-01,2028,"1206556","Theft"
"90152214.101a",2004-03-01,501,"1207538","Windscreen"
"90161077.100b",2004-03-01,915,"1206700","TPL"
"90194211.100a",2004-03-01,759,"1206582","TPL"
"90194775.100a",2004-03-01,485,"1206580","Damage"
"90121951.101a",2004-03-02,157,"1206391","TPL"
"90132345.101a",2004-03-02,177,"1206533","TPL"
"90132840.101a",2004-03-02,942,"1206303","Theft"
"90134517.100b",2004-03-02,339,"1207132","Windscreen"
"90146122.100a",2004-03-02,57,"1206275","Windscreen"
"90146580.100a",2004-03-02,292,"1207133","Windscreen"
"90160358.100b",2004-03-02,915,"1206840","TPL"
"90164579.102a",2004-03-02,902,"1206466","Damage"
"90171766.100b",2004-03-02,72,"1206764","TPL"
"90178107.100b",2004-03-02,448,"1206686","TPL"
"90120249.100a",2004-03-03,314,"1208337","Windscreen"
"90125976.100a",2004-03-03,1830,"1206464","TPL"
"90154234.100b",2004-03-03,323,"1206422","Windscreen"
"90156671.100a",2004-03-03,702,"1207903","Windscreen"
"90157382.100a",2004-03-03,4658,"1206323","TPL"
"90158641.100a",2004-03-03,411,"1206299","TPL"
"90164475.100a",2004-03-03,915,"1208831","TPL"
"90178853.100a",2004-03-03,177,"1206395","TPL"
"90187922.100a",2004-03-03,142,"1206684","TPL"
"90194764.100d",2004-03-03,915,"1206693","TPL"
"1002364.100a",2004-03-04,620,"1206309","TPL"
"90106393.102b",2004-03-04,128,"1206403","Windscreen"
"90108446.100a",2004-03-04,281,"1208204","Windscreen"
"90119079.101b",2004-03-04,1215,"1206471","TPL"
"90120371.100a",2004-03-04,915,"1206295","TPL"
"90122250.101a",2004-03-04,382,"1206399","TPL"
"90149065.100b",2004-03-04,196,"1207203","Windscreen"
"90154164.100b",2004-03-04,915,"1206736","TPL"
"90157995.100b",2004-03-04,915,"1206863","TPL"
"90180487.100a",2004-03-04,234,"1206263","TPL"
"90185837.100a",2004-03-04,363,"1206510","Windscreen"
"90192857.100b",2004-03-04,1444,"1206459","Damage"
"30100217.10b",2004-03-05,326,"1206718","Windscreen"
"90105298.101a",2004-03-05,48,"1207179","TPL"
"90105442.102a",2004-03-05,199,"1206352","TPL"
"90111009.102a",2004-03-05,486,"1206406","TPL"
"90111449.101b",2004-03-05,915,"1206428","TPL"
"90111529.101a",2004-03-05,126,"1206678","Windscreen"
"90111652.101a",2004-03-05,593,"1206094","TPL"
"90124862.102a",2004-03-05,82,"1206735","Windscreen"
"90126102.101b",2004-03-05,76,"1207065","Windscreen"
"90128194.101a",2004-03-05,193,"1206496","Windscreen"
"90133736.102a",2004-03-05,276,"1206306","Windscreen"
"90134568.100a",2004-03-05,382,"1206680","Windscreen"
"90144730.101a",2004-03-05,284,"1206553","TPL"
"90147583.100b",2004-03-05,1911,"1206363","TPL"
"90168449.100a",2004-03-05,779,"1206577","TPL"
"90194448.100b",2004-03-05,90,"1206642","Other"
"90104464.101b",2004-03-06,516,"1207736","TPL"
"90108926.101a",2004-03-06,1811,"1206121","TPL"
"90127502.101a",2004-03-06,2059,"1206202","Damage"
"90128880.101b",2004-03-06,365,"1207722","Windscreen"
"90132473.100a",2004-03-06,2287,"1206351","TPL"
"90135217.100a",2004-03-06,1010,"1206336","TPL"
"90144745.100a",2004-03-06,722,"1206697","Windscreen"
"90145234.100c",2004-03-06,316,"1206364","TPL"
"90152461.100a",2004-03-06,105,"1206385","TPL"
"90152859.101a",2004-03-06,377,"1206271","Windscreen"
"90153838.100b",2004-03-06,234,"1207072","Windscreen"
"90156535.100a",2004-03-06,543,"1206608","Windscreen"
"90160899.101b",2004-03-06,63,"1206154","TPL"
"90167903.101a",2004-03-06,266,"1206696","Windscreen"
"90169242.100b",2004-03-06,775,"1206064","TPL"
"90172110.102a",2004-03-06,620,"1208063","Windscreen"
"90172960.100b",2004-03-06,100,"1206308","Windscreen"
"90174004.100a",2004-03-06,304,"1206314","Windscreen"
"90174235.100a",2004-03-06,59,"1206691","Windscreen"
"90191139.100a",2004-03-06,485,"1206870","Windscreen"
"1005782.100a",2004-03-07,0,"1206235","TPL"
"60100431.10a",2004-03-07,233,"1206394","Windscreen"
"90112260.101a",2004-03-07,274,"1206221","TPL"
"90125993.100a",2004-03-07,889,"1206310","Windscreen"
"90131283.101a",2004-03-07,484,"1206724","Windscreen"
"90132870.100c",2004-03-07,715,"1206453","TPL"
"90132960.100a",2004-03-07,172,"1206345","Windscreen"
"90145353.101a",2004-03-07,2629,"1206515","TPL"
"90145898.101a",2004-03-07,250,"1206276","Windscreen"
"90146437.102a",2004-03-07,323,"1206098","Windscreen"
"90149930.100a",2004-03-07,3229,"1206136","TPL"
"90153345.101a",2004-03-07,38,"1206488","TPL"
"90182530.100a",2004-03-07,188,"1206731","Windscreen"
"90187296.100a",2004-03-07,247,"1206224","Windscreen"
"90187359.100b",2004-03-07,242,"1206692","Windscreen"
"90108446.100a",2004-03-08,3172,"1206078","TPL"
"90115870.101a",2004-03-08,185,"1206546","Windscreen"
"90120556.101b",2004-03-08,131,"1206727","Windscreen"
"90126553.100a",2004-03-08,428,"1206888","TPL"
"90129062.101a",2004-03-08,787,"1206082","TPL"
"90131638.100b",2004-03-08,581,"1206110","Theft"
"90144360.100b",2004-03-08,104,"1206610","Windscreen"
"90144660.100a",2004-03-08,115,"1205970","TPL"
"90145141.100b",2004-03-08,894,"1205979","Theft"
"90149072.101a",2004-03-08,299,"1206273","Windscreen"
"90149920.100a",2004-03-08,191,"1206751","TPL"
"90150426.100b",2004-03-08,92,"1206311","Windscreen"
"90152890.101a",2004-03-08,442,"1206348","Windscreen"
"90153169.100a",2004-03-08,87,"1206091","TPL"
"90153782.100a",2004-03-08,1406,"1206125","Damage"
"90153782.100a",2004-03-08,0,"1206200","Damage"
"90179846.101b",2004-03-08,0,"1207710","Damage"
"1009295.100a",2004-03-09,570,"1206075","Windscreen"
"90126040.100b",2004-03-09,517,"1205918","TPL"
"90128706.100a",2004-03-09,11431,"1206946","TPL"
"90131746.104c",2004-03-09,102,"1207199","Windscreen"
"90144728.100a",2004-03-09,221,"1206689","Windscreen"
"90151043.101a",2004-03-09,1531,"1206014","Damage"
"90151854.100a",2004-03-09,1251,"1205992","Theft"
"90168470.100a",2004-03-09,1072,"1206540","Theft"
"90172030.100a",2004-03-09,915,"1206079","TPL"
"90187285.100c",2004-03-09,575,"1206160","TPL"
"90188407.100d",2004-03-09,297,"1206548","Windscreen"
"90127172.101a",2004-03-10,0,"1205807","TPL"
"90128381.101b",2004-03-10,921,"1205827","TPL"
"90130892.100a",2004-03-10,915,"1206288","TPL"
"90131674.100b",2004-03-10,1071,"1206105","Damage"
"90139016.100b",2004-03-10,335,"1206046","Windscreen"
"90146396.100c",2004-03-10,1074,"1206051","Damage"
"90152946.100a",2004-03-10,7416,"1205894","TPL"
"90119181.101b",2004-03-11,75,"1206115","Windscreen"
"90119253.101b",2004-03-11,180,"1206023","TPL"
"90128805.100b",2004-03-11,581,"1206297","Windscreen"
"90137757.100a",2004-03-11,1450,"1205908","Damage"
"90158173.100a",2004-03-11,508,"1205952","Damage"
"90167947.100a",2004-03-11,1207,"1205840","TPL"
"90181424.100a",2004-03-11,915,"1206483","TPL"
"90194789.100a",2004-03-11,2200,"1205861","TPL"
"80100017.10b",2004-03-12,69,"1208956","Windscreen"
"80100018.10b",2004-03-12,69,"1206209","Windscreen"
"90104498.101b",2004-03-12,400,"1205980","TPL"
"90128960.100a",2004-03-12,417,"1205935","TPL"
"90132504.101a",2004-03-12,356,"1205886","Windscreen"
"90149076.100a",2004-03-12,272,"1206493","Windscreen"
"90152138.101b",2004-03-12,673,"1205983","TPL"
"90152885.100a",2004-03-12,336,"1206042","Windscreen"
"90152894.100a",2004-03-12,768,"1205885","TPL"
"90154467.100a",2004-03-12,914,"1206191","TPL"
"90155085.100a",2004-03-12,124,"1206038","Windscreen"
"90156376.100a",2004-03-12,251,"1206030","Windscreen"
"90161620.100a",2004-03-12,94,"1206143","TPL"
"90166850.100c",2004-03-12,374,"1206554","Windscreen"
"90168398.100a",2004-03-12,888,"1206024","TPL"
"90168928.101a",2004-03-12,280,"1206318","Windscreen"
"90175828.101a",2004-03-12,0,"1206145","Damage"
"90183972.100a",2004-03-12,256,"1206875","Windscreen"
"90188191.100c",2004-03-12,117,"1206068","TPL"
"80100221.100a",2004-03-13,202,"1206520","Windscreen"
"90103816.100a",2004-03-13,122,"1206541","Windscreen"
"90134889.100b",2004-03-13,919,"1206040","TPL"
"90146984.101c",2004-03-13,727,"1206095","TPL"
"90148357.100a",2004-03-13,269,"1205910","TPL"
"90157269.100a",2004-03-13,2523,"1206124","TPL"
"90164620.100b",2004-03-13,75,"1206369","Windscreen"
"90167885.100c",2004-03-13,184,"1205800","Windscreen"
"90168287.100a",2004-03-13,360,"1206569","Windscreen"
"90168721.100a",2004-03-13,94,"1206335","Windscreen"
"90171829.101a",2004-03-13,410,"1205904","TPL"
"90178042.101a",2004-03-13,2234,"1206264","Theft"
"90181426.100a",2004-03-13,1144,"1206022","Damage"
"1002417.101c",2004-03-14,199,"1206444","TPL"
"90110838.100c",2004-03-14,524,"1205870","TPL"
"90119070.101a",2004-03-14,54,"1205668","TPL"
"90125954.101a",2004-03-14,88,"1206521","Windscreen"
"90127973.100b",2004-03-14,72,"1206472","Windscreen"
"90129189.100b",2004-03-14,435,"1205722","TPL"
"90133799.100a",2004-03-14,238,"1205928","TPL"
"90155094.101a",2004-03-14,80,"1206687","Windscreen"
"90159551.101b",2004-03-14,45,"1206071","TPL"
"90165773.101a",2004-03-14,3089,"1205565","TPL"
"90179982.101a",2004-03-14,131,"1206517","Windscreen"
"90190097.100b",2004-03-14,447,"1205927","Theft"
"70205518.10a",2004-03-15,95,"1205804","Windscreen"
"90108349.100a",2004-03-15,1488,"1206234","TPL"
"90111197.101a",2004-03-15,255,"1206266","TPL"
"90131424.100a",2004-03-15,63,"1205945","TPL"
"90139493.100b",2004-03-15,432,"1205767","TPL"
"90147835.100a",2004-03-15,1251,"1206158","Damage"
"90147971.100b",2004-03-15,846,"1205902","TPL"
"90152199.101c",2004-03-15,4287,"1205700","TPL"
"90158035.101b",2004-03-15,647,"1205578","TPL"
"90167617.100a",2004-03-15,211,"1206194","Windscreen"
"90187795.100a",2004-03-15,1929,"1206208","Damage"
"90193260.100b",2004-03-15,263,"1206035","Windscreen"
"90105463.10a",2004-03-16,631,"1206172","Theft"
"90134866.101a",2004-03-16,24519,"1205708","TPL"
"90141122.100a",2004-03-16,915,"1206240","TPL"
"90145650.100b",2004-03-16,313,"1205854","Windscreen"
"90159045.101b",2004-03-16,915,"1205669","TPL"
"90182202.100a",2004-03-16,5501,"1205802","TPL"
"90109084.101a",2004-03-17,177,"1206236","Damage"
"90132156.100c",2004-03-17,168,"1206013","Windscreen"
"90166282.100a",2004-03-17,571,"1205852","TPL"
"90168303.100a",2004-03-17,2723,"1205540","TPL"
"90180705.100a",2004-03-17,304,"1205549","TPL"
"90189115.101a",2004-03-17,199,"1205681","TPL"
"90105331.10b",2004-03-18,432,"1205860","TPL"
"90112548.100a",2004-03-18,116,"1206018","Windscreen"
"90139303.101c",2004-03-18,2414,"1205912","TPL"
"90149271.100a",2004-03-18,344,"1206679","Windscreen"
"90151564.100b",2004-03-18,283,"1205629","TPL"
"90152267.100d",2004-03-18,2107,"1206083","TPL"
"90161215.101a",2004-03-18,915,"1206401","TPL"
"90170934.100b",2004-03-18,96,"1206432","Windscreen"
"90176564.101a",2004-03-18,563,"1205984","TPL"
"90182416.100a",2004-03-18,976,"1205794","TPL"
"90188776.101a",2004-03-18,10402,"1205592","TPL"
"90194509.100a",2004-03-18,1215,"1206578","TPL"
"4.100a",2004-03-19,255,"1206337","Windscreen"
"90110884.101c",2004-03-19,199,"1205734","TPL"
"90110884.101b",2004-03-19,364,"1205814","TPL"
"90112649.100a",2004-03-19,915,"1205760","TPL"
"90118063.101b",2004-03-19,715,"1205921","TPL"
"90125772.101a",2004-03-19,69,"1205618","TPL"
"90125960.101b",2004-03-19,4650,"1205922","Damage"
"90133918.100a",2004-03-19,97,"1205661","Windscreen"
