"IDpol","OccurDate","Payment","IDclaim","Guarantee"
"90129468.100a",2004-01-03,230,"1209591","TPL"
"90134889.100b",2004-01-03,915,"1209675","TPL"
"90141094.100b",2004-01-03,312,"1209735","Windscreen"
"90145874.100a",2004-01-03,175,"1209647","Windscreen"
"90166022.100b",2004-01-03,1519,"1209970","Theft"
"90174038.100a",2004-01-03,267,"1209724","Windscreen"
"90105011.100a",2004-01-04,801,"1209541","TPL"
"90133040.100b",2004-01-04,447,"1209715","Windscreen"
"90146337.100a",2004-01-04,326,"1209728","Windscreen"
"90149206.100a",2004-01-04,453,"1209324","Windscreen"
"90154044.100a",2004-01-04,915,"1209718","TPL"
"90155668.102a",2004-01-04,123,"1209536","Windscreen"
"90161462.101a",2004-01-04,148,"1209406","Windscreen"
"90170583.100a",2004-01-04,230,"1209739","TPL"
"90170772.100a",2004-01-04,2680,"1209520","Theft"
"90146210.100a",2004-01-05,103,"1209594","Windscreen"
"90154269.101a",2004-01-05,230,"1209649","TPL"
"90154798.100a",2004-01-05,249,"1209748","Windscreen"
"90159288.100a",2004-01-05,358,"1209620","Damage"
"90164851.100a",2004-01-05,239,"1210027","Windscreen"
"90168967.100e",2004-01-05,515,"1209529","TPL"
"90145414.101a",2004-01-06,915,"1209459","TPL"
"90147377.100a",2004-01-06,459,"1209262","TPL"
"90155412.100a",2004-01-06,90,"1209678","Damage"
"90104348.100b",2004-01-07,5038,"1209036","Damage"
"90110726.100c",2004-01-07,801,"1209261","TPL"
"90145714.100a",2004-01-07,2144,"1209949","TPL"
"90146416.103a",2004-01-07,230,"1209568","TPL"
"90148073.100a",2004-01-07,915,"1209605","TPL"
"90152052.100b",2004-01-07,915,"1209455","TPL"
"90152231.100c",2004-01-07,57,"1209882","TPL"
"90160261.101a",2004-01-07,370,"1209723","Windscreen"
"90170378.101a",2004-01-07,319,"1210460","Windscreen"
"20100366.101a",2004-01-08,0,"1209811","TPL"
"90116450.101a",2004-01-08,225,"1209230","TPL"
"90134840.100a",2004-01-08,1072,"1209384","Damage"
"90135274.100a",2004-01-08,494,"1209293","Damage"
"90140556.100b",2004-01-08,2680,"1209300","Damage"
"90146326.100c",2004-01-08,57,"1209363","TPL"
"90147264.101a",2004-01-08,607,"1209575","Damage"
"90151712.100b",2004-01-08,2130,"1209797","TPL"
"90154329.100c",2004-01-08,213,"1209463","Windscreen"
"90158171.100b",2004-01-08,2306,"1209260","TPL"
"90171236.100a",2004-01-08,1430,"1209267","Damage"
"90183845.100a",2004-01-08,1143,"1209451","TPL"
"90184242.100a",2004-01-08,57,"1209379","TPL"
"1000650.101a",2004-01-09,87,"1209202","TPL"
"1004847.100a",2004-01-09,476,"1209227","Windscreen"
"90106752.10b",2004-01-09,936,"1209115","TPL"
"90144525.101b",2004-01-09,499,"1210115","Windscreen"
"90145153.100a",2004-01-09,115,"1209224","Windscreen"
"90149061.100a",2004-01-09,622,"1209761","Windscreen"
"90154900.101a",2004-01-09,151,"1209287","Windscreen"
"90181845.100b",2004-01-09,447,"1210029","Windscreen"
"1001365.100a",2004-01-10,915,"1209081","TPL"
"1003063.100a",2004-01-10,447,"1209043","Windscreen"
"1006914.100a",2004-01-10,545,"1209640","Windscreen"
"1009629.100a",2004-01-10,1430,"1208998","Damage"
"50200804.103a",2004-01-10,28578,"1209301","TPL"
"70206016.10a",2004-01-10,308,"1209215","Windscreen"
"80100161.10a",2004-01-10,588,"1209088","TPL"
"90145773.100a",2004-01-10,280,"1209512","Windscreen"
"90157490.100b",2004-01-10,1772,"1209195","TPL"
"90159289.100a",2004-01-10,365,"1209186","TPL"
"90165917.101a",2004-01-10,230,"1210317","TPL"
"90179756.100b",2004-01-10,152,"1208993","Windscreen"
"90190330.101a",2004-01-10,3260,"1209610","TPL"
"10100159.101a",2004-01-11,194,"1209632","Windscreen"
"70201517.10a",2004-01-11,257,"1209634","Windscreen"
"90105330.101a",2004-01-11,515,"1209264","TPL"
"90116866.101b",2004-01-11,2620,"1208991","Damage"
"90120253.101b",2004-01-11,155,"1209328","Windscreen"
"90125989.102a",2004-01-11,5431,"1209205","Damage"
"90127130.101a",2004-01-11,583,"1208849","Windscreen"
"90130971.100a",2004-01-11,333,"1209091","TPL"
"90132310.102a",2004-01-11,295,"1209628","Windscreen"
"90146015.100a",2004-01-11,915,"1208965","TPL"
"90148861.100b",2004-01-11,1215,"1209617","TPL"
"90148945.100a",2004-01-11,57,"1209893","TPL"
"90149200.100a",2004-01-11,915,"1209596","TPL"
"90151990.100a",2004-01-11,355,"1209045","Windscreen"
"90155671.100b",2004-01-11,295,"1209812","Damage"
"90156669.101c",2004-01-11,593,"1209035","Theft"
"90168149.100a",2004-01-11,1251,"1209060","Damage"
"90173099.100b",2004-01-11,251,"1209241","Windscreen"
"70205919.101a",2004-01-12,1339,"1209053","Damage"
"90105036.102a",2004-01-12,715,"1210086","Theft"
"90124463.101a",2004-01-12,358,"1209126","Windscreen"
"90130872.100b",2004-01-12,515,"1209181","TPL"
"90139539.100a",2004-01-12,915,"1209663","TPL"
"90146103.100a",2004-01-12,97,"1209504","Windscreen"
"90148176.100a",2004-01-12,87,"1209341","TPL"
"90150738.100b",2004-01-12,230,"1208905","TPL"
"90156286.100b",2004-01-12,259,"1209080","TPL"
"90178407.100b",2004-01-12,87,"1208997","TPL"
"90182951.100a",2004-01-12,915,"1209125","TPL"
"1002158.101a",2004-01-13,199,"1209064","TPL"
"90103747.10a",2004-01-13,301,"1209120","TPL"
"90131676.100a",2004-01-13,2175,"1208913","Damage"
"90132267.100a",2004-01-13,1700,"1209084","TPL"
"90171830.100a",2004-01-13,75,"1209435","Windscreen"
"90180984.100c",2004-01-13,15,"1208912","TPL"
"90111686.101a",2004-01-14,230,"1209024","TPL"
"90114354.100a",2004-01-14,58,"1209326","Windscreen"
"90118767.101a",2004-01-14,2344,"1208960","TPL"
"90135225.100a",2004-01-14,842,"1208886","Damage"
"90147015.101a",2004-01-14,0,"1209252","TPL"
"90152386.100a",2004-01-14,831,"1208927","Damage"
"90160985.100a",2004-01-14,207,"1209433","Windscreen"
"1005624.101a",2004-01-15,515,"1208906","TPL"
"70200102.10a",2004-01-15,268,"1209524","Windscreen"
"90103939.104a",2004-01-15,297,"1209168","Windscreen"
"90104642.10a",2004-01-15,915,"1208869","TPL"
"90107138.101a",2004-01-15,2290,"1209183","TPL"
"90107860.103a",2004-01-15,126,"1209660","Windscreen"
"90128768.100a",2004-01-15,2858,"1208624","TPL"
"90130925.100a",2004-01-15,915,"1209076","TPL"
"90146795.100a",2004-01-15,894,"1208903","Theft"
"90155023.100a",2004-01-15,29,"1209624","TPL"
"90176156.101a",2004-01-15,57,"1209258","TPL"
"90178989.100a",2004-01-15,298,"1208822","Windscreen"
"90187963.100c",2004-01-15,91,"1208953","Windscreen"
"90120546.101a",2004-01-16,1519,"1208845","Damage"
"90141488.101a",2004-01-16,162,"1209153","Windscreen"
"90146093.101a",2004-01-16,915,"1209447","TPL"
"90157746.100b",2004-01-16,213,"1209449","Windscreen"
"90163300.100a",2004-01-16,1714,"1208802","TPL"
"90170614.100b",2004-01-16,3573,"1209001","TPL"
"90181916.100a",2004-01-16,1787,"1209037","Theft"
"90184242.100a",2004-01-16,199,"1209354","TPL"
"90190097.100b",2004-01-16,493,"1208842","Theft"
"90193857.100a",2004-01-16,298,"1208933","Windscreen"
"80100135.10a",2004-01-17,36,"1209004","Windscreen"
"90105893.10a",2004-01-17,287,"1208657","Damage"
"90110937.100a",2004-01-17,515,"1208666","TPL"
"90111318.102a",2004-01-17,2058,"1208748","TPL"
"90127162.101b",2004-01-17,427,"1208994","Windscreen"
"90132416.100b",2004-01-17,260,"1209452","Windscreen"
"90134631.100a",2004-01-17,1743,"1208706","TPL"
"90139473.100c",2004-01-17,450,"1209831","Windscreen"
"90139761.100b",2004-01-17,515,"1208780","TPL"
"90147735.100a",2004-01-17,292,"1208926","Windscreen"
"70200073.10c",2004-01-18,49,"1209139","Windscreen"
"90106228.101a",2004-01-18,2372,"1208639","TPL"
"90109511.101a",2004-01-18,160,"1209332","Windscreen"
"90111752.101c",2004-01-18,232,"1209445","Windscreen"
"90126039.101b",2004-01-18,287,"1209166","Windscreen"
"90131254.101a",2004-01-18,915,"1208663","TPL"
"90133620.100a",2004-01-18,932,"1208645","TPL"
"90144753.101c",2004-01-18,57,"1208995","TPL"
"90149279.101a",2004-01-18,298,"1209008","Windscreen"
"90151604.100a",2004-01-18,515,"1208673","TPL"
"90152162.100a",2004-01-18,338,"1209448","Windscreen"
"90153963.100a",2004-01-18,1986,"1209073","TPL"
"90180948.100a",2004-01-18,455,"1208607","TPL"
"90186013.100a",2004-01-18,244,"1209277","Windscreen"
"90193133.100a",2004-01-18,915,"1209192","TPL"
"80100176.102a",2004-01-19,1295,"1208655","Theft"
"90112231.101a",2004-01-19,894,"1210067","Damage"
"90119955.101a",2004-01-19,840,"1208702","Theft"
"90151854.100a",2004-01-19,915,"1208708","TPL"
"90151910.100b",2004-01-19,3021,"1208734","Damage"
"90157610.103d",2004-01-19,361,"1209531","Windscreen"
"90146455.100a",2004-01-20,915,"1208873","TPL"
"90151613.100b",2004-01-20,274,"1208459","Windscreen"
"90158905.102a",2004-01-20,2010,"1208713","Damage"
"90164619.100b",2004-01-20,0,"1208385","Damage"
"90168866.100a",2004-01-20,230,"1209108","TPL"
"90192993.101a",2004-01-20,5716,"1209061","TPL"
"1002832.100a",2004-01-21,54,"1209289","Windscreen"
"50100047.101b",2004-01-21,5287,"1208595","TPL"
"853.10b",2004-01-21,230,"1209576","TPL"
"90111864.100a",2004-01-21,179,"1209517","Other"
"90113781.101a",2004-01-21,2111,"1208811","TPL"
"90125553.101a",2004-01-21,710,"1208646","TPL"
"90127788.101b",2004-01-21,915,"1208710","TPL"
"90153450.100c",2004-01-21,576,"1208758","TPL"
"90157804.100b",2004-01-21,801,"1208563","TPL"
"90187216.100a",2004-01-21,273,"1208821","Windscreen"
"1001171.100a",2004-01-22,515,"1208566","TPL"
"1001941.100b",2004-01-22,282,"1209377","Windscreen"
"70202812.100c",2004-01-22,57,"1208863","TPL"
"90105227.101a",2004-01-22,313,"1209288","Windscreen"
"90116147.101b",2004-01-22,413,"1208760","TPL"
"90128698.100b",2004-01-22,572,"1208583","TPL"
"90134226.100a",2004-01-22,179,"1209734","Windscreen"
"90145491.100a",2004-01-22,915,"1208829","TPL"
"90146274.102a",2004-01-22,771,"1208671","Windscreen"
"90147576.100a",2004-01-22,1072,"1208567","TPL"
"90164976.100a",2004-01-22,338,"1208839","Windscreen"
"90179698.100b",2004-01-22,379,"1208677","Windscreen"
"90184996.100a",2004-01-22,2344,"1208904","TPL"
"90185857.101a",2004-01-22,393,"1209444","Windscreen"
"40200408.100a",2004-01-23,2858,"1208569","TPL"
"90104151.100a",2004-01-23,780,"1209155","Windscreen"
"90111389.101a",2004-01-23,2344,"1208961","TPL"
"90116849.102b",2004-01-23,230,"1208596","TPL"
"90131304.100c",2004-01-23,272,"1209280","Windscreen"
"90131459.100b",2004-01-23,3262,"1208688","Theft"
"90134450.100c",2004-01-23,3574,"1209256","Damage"
"90147718.100a",2004-01-23,715,"1208658","TPL"
"90154259.100a",2004-01-23,1429,"1208426","TPL"
"90154357.100a",2004-01-23,169,"1208695","TPL"
"90155975.100a",2004-01-23,322,"1209122","Windscreen"
"90173834.101a",2004-01-23,2058,"1208422","TPL"
"1001319.101a",2004-01-24,358,"1208632","Windscreen"
"90107138.100b",2004-01-24,271,"1208699","Windscreen"
"90108689.101a",2004-01-24,535,"1208917","TPL"
"90110889.101a",2004-01-24,915,"1208640","TPL"
"90115870.101a",2004-01-24,199,"1208635","TPL"
"90132634.101a",2004-01-24,346,"1208505","Windscreen"
"90134263.100a",2004-01-24,301,"1208559","TPL"
"90145089.100a",2004-01-24,0,"1208511","TPL"
"90147730.100b",2004-01-24,116,"1209032","Windscreen"
"90149399.100a",2004-01-24,1429,"1208404","TPL"
"90158027.100a",2004-01-24,671,"1208823","TPL"
"90158213.100c",2004-01-24,281,"1209211","Windscreen"
"90167941.100b",2004-01-24,410,"1210446","Windscreen"
"90168374.100a",2004-01-24,316,"1208600","Windscreen"
"90170335.100b",2004-01-24,259,"1208642","Other"
"90180784.100a",2004-01-24,1519,"1209072","Theft"
"1005407.100a",2004-01-25,428,"1208254","TPL"
"90103984.100a",2004-01-25,91,"1209502","Windscreen"
"90111318.102a",2004-01-25,715,"1209217","Damage"
"90116759.101b",2004-01-25,449,"1208387","TPL"
"90127139.102b",2004-01-25,190,"1208378","Windscreen"
"90145141.100a",2004-01-25,0,"1208837","Windscreen"
"90178329.100a",2004-01-25,678,"1208634","Theft"
"90183990.101a",2004-01-25,1430,"1209407","TPL"
"40100296.101a",2004-01-26,915,"1208648","TPL"
"70200066.101a",2004-01-26,78,"1208739","Windscreen"
"70202921.10a",2004-01-26,202,"1208393","Theft"
"90103993.101a",2004-01-26,123,"1208672","Windscreen"
"90133899.100b",2004-01-26,886,"1208389","TPL"
"90146474.100a",2004-01-26,444,"1208716","Windscreen"
"90148145.100b",2004-01-26,326,"1208408","TPL"
"90148182.100a",2004-01-26,348,"1208733","Windscreen"
"90164569.100a",2004-01-26,167,"1209030","Windscreen"
"90167778.100b",2004-01-26,42,"1208705","Windscreen"
"90187004.100a",2004-01-26,381,"1208741","Windscreen"
"1010973.100b",2004-01-27,126,"1208500","Windscreen"
"10200036.101b",2004-01-27,90,"1208244","Damage"
"90103932.101b",2004-01-27,3773,"1208795","TPL"
"90116552.100a",2004-01-27,89,"1208321","Theft"
"90155668.100a",2004-01-27,2680,"1208245","Theft"
"90159544.101a",2004-01-27,115,"1208453","Windscreen"
"90181589.101a",2004-01-27,65,"1208900","Windscreen"
"50200117.101a",2004-01-28,91,"1208728","Windscreen"
"90110664.101b",2004-01-28,1697,"1208148","TPL"
"90134877.100a",2004-01-28,170,"1208118","TPL"
"90134896.100a",2004-01-28,3286,"1208165","Damage"
"90147571.100a",2004-01-28,1602,"1208290","TPL"
"90160255.100a",2004-01-28,0,"1209312","Damage"
"1009563.100a",2004-01-29,515,"1208269","TPL"
"90114542.101a",2004-01-29,1430,"1208384","Damage"
"90116166.101b",2004-01-29,324,"1208221","Windscreen"
"90124768.101b",2004-01-29,915,"1208601","TPL"
"90132248.100b",2004-01-29,915,"1208361","TPL"
"90138471.100a",2004-01-29,199,"1208571","TPL"
"90139283.100b",2004-01-29,1430,"1208158","Theft"
"90146621.100a",2004-01-29,157,"1208032","TPL"
"90148602.100a",2004-01-29,366,"1208317","Windscreen"
"90157303.100a",2004-01-29,2144,"1208325","Damage"
"90178978.100c",2004-01-29,442,"1208213","Windscreen"
"90194534.100a",2004-01-29,97,"1208334","Windscreen"
"1006822.100b",2004-01-30,915,"1208031","TPL"
"90104563.103a",2004-01-30,0,"1208242","Damage"
"90110846.101a",2004-01-30,75,"1208498","Windscreen"
"90116563.100e",2004-01-30,915,"1208887","TPL"
"90128681.101a",2004-01-30,371,"1208236","TPL"
"90129065.101b",2004-01-30,333,"1208241","Windscreen"
"90132271.100a",2004-01-30,384,"1208051","Windscreen"
"90133991.100a",2004-01-30,915,"1208412","TPL"
"90144663.101a",2004-01-30,1830,"1208415","TPL"
"90148772.100a",2004-01-30,217,"1208553","Windscreen"
"90156702.100a",2004-01-30,915,"1208271","TPL"
"90164571.101a",2004-01-30,5201,"1209611","TPL"
"90165063.101b",2004-01-30,337,"1209503","Windscreen"
"90172149.100a",2004-01-30,377,"1208107","Windscreen"
"90187287.103c",2004-01-30,249,"1208612","Windscreen"
"60100035.10a",2004-01-31,245,"1209140","Windscreen"
"90111189.101a",2004-01-31,304,"1208551","Windscreen"
"90113443.101b",2004-01-31,6633,"1207887","TPL"
"90126491.101a",2004-01-31,357,"1208625","Windscreen"
"90131023.101a",2004-01-31,1143,"1207914","TPL"
"90134903.100a",2004-01-31,214,"1208002","TPL"
"90139819.100a",2004-01-31,801,"1208044","TPL"
"90141550.100a",2004-01-31,200,"1208343","Windscreen"
"90145980.100a",2004-01-31,8573,"1208147","TPL"
"90154613.100a",2004-01-31,366,"1208104","TPL"
"90156308.100b",2004-01-31,472,"1209092","TPL"
"90156882.100a",2004-01-31,233,"1209380","Windscreen"
"90172396.100a",2004-01-31,492,"1208851","Windscreen"
"90179470.100a",2004-01-31,5661,"1208144","Damage"
"90191805.100b",2004-01-31,1787,"1208890","Theft"
"90194795.100a",2004-01-31,0,"1208355","Damage"
"20100433.10b",2004-02-01,894,"1207985","Theft"
"80200034.10a",2004-02-01,2144,"1208472","TPL"
"90104588.102a",2004-02-01,3573,"1207911","TPL"
"90105278.101a",2004-02-01,2145,"1207980","TPL"
"90105929.102a",2004-02-01,177,"1208923","Windscreen"
"90126974.101b",2004-02-01,453,"1208598","Windscreen"
"90132319.100a",2004-02-01,135,"1209152","Windscreen"
"90141297.100b",2004-02-01,736,"1208091","Damage"
"90147779.100b",2004-02-01,386,"1208626","Windscreen"
"90148537.100a",2004-02-01,240,"1207969","TPL"
"90149951.100a",2004-02-01,316,"1208145","Windscreen"
"90150232.101a",2004-02-01,1697,"1208406","Theft"
"90154298.100b",2004-02-01,257,"1208526","Windscreen"
"90159774.100b",2004-02-01,198,"1208057","Windscreen"
"90169992.100a",2004-02-01,83,"1208125","Windscreen"
"90170435.100a",2004-02-01,275,"1208550","Windscreen"
"90181564.100a",2004-02-01,627,"1208163","TPL"
"90183116.100a",2004-02-01,515,"1208040","TPL"
"90187900.100a",2004-02-01,10360,"1208066","Theft"
"90193835.100a",2004-02-01,1339,"1208135","Theft"
"90194020.100c",2004-02-01,400,"1208456","Windscreen"
"90194050.101a",2004-02-01,1631,"1208310","Damage"
"23.101a",2004-02-02,6073,"1208009","Theft"
"38.102a",2004-02-02,1067,"1207943","TPL"
"90105743.10a",2004-02-02,1892,"1207924","TPL"
"90132237.100b",2004-02-02,306,"1208745","Windscreen"
"90134952.100a",2004-02-02,271,"1208178","TPL"
"90144517.100a",2004-02-02,293,"1208611","Windscreen"
"90155228.101c",2004-02-02,5359,"1208866","Theft"
"90167901.100a",2004-02-02,310,"1208255","Windscreen"
"90181916.100a",2004-02-02,407,"1207896","TPL"
"90182572.101a",2004-02-02,972,"1208400","TPL"
"90183912.100d",2004-02-02,397,"1208512","Windscreen"
"90183917.100a",2004-02-02,343,"1207949","TPL"
"90187752.100a",2004-02-02,1076,"1208417","Damage"
"20.102a",2004-02-03,701,"1207718","Theft"
"90156270.100a",2004-02-03,2144,"1207885","TPL"
"90187948.100a",2004-02-03,407,"1208833","Windscreen"
"90190077.100c",2004-02-03,5805,"1209077","Damage"
"80200772.101a",2004-02-04,1342,"1207546","Theft"
"90112464.101a",2004-02-04,915,"1207951","TPL"
"90126734.100c",2004-02-04,915,"1208169","TPL"
"90128584.102a",2004-02-04,244,"1208017","Windscreen"
"90133109.100b",2004-02-04,1201,"1207975","TPL"
"90134929.101a",2004-02-04,1430,"1207870","Damage"
"90141122.100a",2004-02-04,201,"1207998","Windscreen"
"90148516.100a",2004-02-04,0,"1207960","TPL"
"90148776.102c",2004-02-04,4467,"1207939","Damage"
"90148793.101a",2004-02-04,1215,"1208054","TPL"
"90149364.100a",2004-02-04,2144,"1207888","Damage"
"90157897.100b",2004-02-04,271,"1208012","TPL"
"90161070.100a",2004-02-04,77,"1208279","Damage"
"90172232.100a",2004-02-04,1832,"1207990","TPL"
"90183760.100a",2004-02-04,0,"1208432","TPL"
"90190328.100a",2004-02-04,2419,"1207945","Damage"
"1005092.100a",2004-02-05,121,"1207715","Windscreen"
"20200912.10a",2004-02-05,457,"1207666","Theft"
"70200828.100a",2004-02-05,1877,"1207931","Damage"
"90125167.101b",2004-02-05,0,"1208730","TPL"
"90126480.101a",2004-02-05,743,"1207775","Damage"
"90126715.101a",2004-02-05,456,"1208507","Windscreen"
"90148546.100b",2004-02-05,915,"1207946","TPL"
"90148563.102a",2004-02-05,894,"1207918","Other"
"90149863.100a",2004-02-05,0,"1207673","Damage"
"90151207.100a",2004-02-05,157,"1209671","TPL"
"90156547.100a",2004-02-05,442,"1208356","Windscreen"
"90157314.104a",2004-02-05,535,"1208072","Windscreen"
"90161415.100a",2004-02-05,80,"1208174","Windscreen"
"90185502.100a",2004-02-05,105,"1207996","TPL"
"90188005.100a",2004-02-05,157,"1208630","TPL"
"50200323.101a",2004-02-06,1072,"1207819","TPL"
"90108881.100a",2004-02-06,45,"1207805","TPL"
"90108926.101a",2004-02-06,572,"1207966","Damage"
"90113640.101b",2004-02-06,146,"1208445","Windscreen"
"90124994.101a",2004-02-06,915,"1207711","TPL"
"90144753.101c",2004-02-06,13574,"1207855","TPL"
"90145712.100a",2004-02-06,90,"1208362","Other"
"90146535.100a",2004-02-06,157,"1208022","TPL"
"90146962.100a",2004-02-06,474,"1208383","Damage"
"90146986.100a",2004-02-06,960,"1208191","Damage"
"90149023.100a",2004-02-06,343,"1207953","TPL"
"90149224.100a",2004-02-06,1058,"1207937","Damage"
"90149951.100a",2004-02-06,3058,"1207799","TPL"
"90152326.100e",2004-02-06,4287,"1208190","TPL"
"90154997.100b",2004-02-06,915,"1208295","TPL"
"90158372.100b",2004-02-06,1430,"1207462","Theft"
"90164503.100b",2004-02-06,915,"1208151","TPL"
"90171827.100a",2004-02-06,208,"1207743","TPL"
"90181426.100a",2004-02-06,121,"1208497","Windscreen"
"90181806.100a",2004-02-06,230,"1207987","TPL"
"90189267.100a",2004-02-06,258,"1208531","Windscreen"
"90194017.100a",2004-02-06,915,"1207934","TPL"
"90103747.10a",2004-02-07,944,"1207796","TPL"
"90104142.10b",2004-02-07,5359,"1207692","Theft"
"90104996.101a",2004-02-07,1011,"1207584","Damage"
"90112650.101a",2004-02-07,363,"1207797","Windscreen"
"90113339.101a",2004-02-07,317,"1207519","Damage"
"90113745.101a",2004-02-07,693,"1208198","TPL"
"90128405.101b",2004-02-07,399,"1208451","Windscreen"
"90146035.100b",2004-02-07,5359,"1207864","Damage"
"90148444.101a",2004-02-07,385,"1207973","Windscreen"
"90153627.100b",2004-02-07,271,"1207561","Windscreen"
"90169017.100a",2004-02-07,108,"1207873","Theft"
"1001951.100b",2004-02-08,4777,"1207662","Damage"
"20100490.10a",2004-02-08,194,"1208094","Windscreen"
"70203714.100a",2004-02-08,789,"1207588","TPL"
"90111332.10c",2004-02-08,804,"1207696","Theft"
"90124767.101b",2004-02-08,40,"1208093","Windscreen"
"90130925.100a",2004-02-08,57,"1209887","TPL"
"90147388.100b",2004-02-08,2239,"1207860","TPL"
"90156460.100a",2004-02-08,598,"1207802","Theft"
"90157120.102c",2004-02-08,356,"1207875","Windscreen"
"80100013.100a",2004-02-09,5507,"1207499","TPL"
"90105206.101a",2004-02-09,72,"1207694","TPL"
"90109510.100c",2004-02-09,1201,"1207503","TPL"
"90134233.100a",2004-02-09,0,"1207447","TPL"
"90150872.102a",2004-02-09,332,"1207783","Windscreen"
"90172141.100b",2004-02-09,2340,"1207703","TPL"
"90173829.100a",2004-02-09,1492,"1207625","TPL"
"90181299.100a",2004-02-09,618,"1207593","TPL"
"1003373.101a",2004-02-10,5201,"1207475","TPL"
"80100260.101a",2004-02-10,2762,"1207657","TPL"
"90100757.10a",2004-02-10,2778,"1207392","TPL"
"90110864.101a",2004-02-10,316,"1207955","Windscreen"
"90134500.101a",2004-02-10,1117,"1207674","Damage"
"90135248.100b",2004-02-10,61,"1207970","Windscreen"
"90144842.100a",2004-02-10,266,"1208249","Windscreen"
"90147045.100a",2004-02-10,519,"1208187","TPL"
"90150195.100a",2004-02-10,2858,"1207234","TPL"
"90169258.100a",2004-02-10,1787,"1208164","Damage"
"90187801.101b",2004-02-10,345,"1207524","TPL"
"1009103.100a",2004-02-11,1763,"1207414","TPL"
"80200167.10a",2004-02-11,834,"1207704","Damage"
"90104643.102a",2004-02-11,28,"1207613","TPL"
"90107861.101a",2004-02-11,2058,"1207856","TPL"
"90108922.101b",2004-02-11,2858,"1207690","TPL"
"90133244.100c",2004-02-11,231,"1207484","Windscreen"
"90133607.103a",2004-02-11,184,"1208132","Windscreen"
"90147011.100b",2004-02-11,978,"1207886","Damage"
"90151533.100a",2004-02-11,151,"1208292","Windscreen"
"90156253.100b",2004-02-11,3970,"1207676","TPL"
"90156429.101b",2004-02-11,304,"1207800","Windscreen"
"90157804.100a",2004-02-11,1430,"1207994","Damage"
"90166995.100a",2004-02-11,199,"1207599","Windscreen"
"90167164.100a",2004-02-11,72,"1209814","Windscreen"
"90176196.100a",2004-02-11,915,"1207454","TPL"
"90188407.100b",2004-02-11,520,"1208346","TPL"
"90191156.100a",2004-02-11,213,"1207850","Windscreen"
"189.101b",2004-02-12,972,"1207146","TPL"
"90104530.101c",2004-02-12,61,"1207300","Windscreen"
"90122962.101a",2004-02-12,303,"1207304","TPL"
"90124674.101a",2004-02-12,915,"1207215","TPL"
"90129663.100b",2004-02-12,20,"1207248","TPL"
"90131733.100a",2004-02-12,234,"1208527","Windscreen"
"90132865.101a",2004-02-12,18035,"1207306","Windscreen"
"90132865.101b",2004-02-12,173,"1207308","Windscreen"
"90134417.100b",2004-02-12,339,"1208133","Windscreen"
"90134599.101c",2004-02-12,7144,"1207388","Theft"
"90141123.100a",2004-02-12,2287,"1207504","TPL"
"90151263.100a",2004-02-12,257,"1207528","TPL"
"90151975.100a",2004-02-12,878,"1207542","Theft"
"90152137.100a",2004-02-12,2344,"1207465","TPL"
"90154564.100b",2004-02-12,221,"1207335","Windscreen"
"90167788.100a",2004-02-12,7859,"1209976","TPL"
"90176399.101a",2004-02-12,614,"1207758","Windscreen"
"1002160.100b",2004-02-13,91,"1207737","Windscreen"
"1005327.102a",2004-02-13,318,"1207294","Windscreen"
"10200036.101a",2004-02-13,1218,"1207034","Theft"
"80100244.10a",2004-02-13,319,"1208008","Windscreen"
"90105840.10b",2004-02-13,915,"1207486","TPL"
"90134348.100a",2004-02-13,195,"1207506","TPL"
"90138217.100a",2004-02-13,0,"1207204","Damage"
"90172908.101a",2004-02-13,260,"1207760","Windscreen"
"90178240.100b",2004-02-13,217,"1207804","Windscreen"
"90189182.100a",2004-02-13,143,"1207789","TPL"
"20200602.101a",2004-02-14,60,"1207959","TPL"
"90131287.100a",2004-02-14,381,"1207420","Windscreen"
"90133733.100b",2004-02-14,0,"1207260","Damage"
"90134251.100a",2004-02-14,1715,"1207322","TPL"
"90155056.100a",2004-02-14,516,"1208729","TPL"
"90181594.100a",2004-02-14,322,"1207636","Damage"
"10100096.101a",2004-02-15,2680,"1207188","Other"
"70201617.101b",2004-02-15,238,"1209294","Windscreen"
"90101634.10a",2004-02-15,199,"1207242","Windscreen"
"90107853.101a",2004-02-15,1072,"1207168","Damage"
"90110909.102b",2004-02-15,491,"1207495","TPL"
"90131289.100a",2004-02-15,186,"1207348","TPL"
"90153781.100a",2004-02-15,247,"1207793","Windscreen"
"90154117.101a",2004-02-15,121,"1207224","TPL"
"90155366.100a",2004-02-15,351,"1207365","Windscreen"
"90166850.100b",2004-02-15,480,"1207444","Theft"
"90170991.101a",2004-02-15,298,"1207468","Windscreen"
"90177813.100a",2004-02-15,394,"1207469","Windscreen"
"90179146.100a",2004-02-15,248,"1207240","Windscreen"
"90182202.100a",2004-02-15,4916,"1207163","TPL"
"90187312.100a",2004-02-15,0,"1207145","TPL"
"90187312.100a",2004-02-15,63,"1207619","Windscreen"
"90188237.100a",2004-02-15,287,"1207817","Windscreen"
"1009521.100a",2004-02-16,3886,"1207137","TPL"
"90104660.101b",2004-02-16,1229,"1207217","TPL"
"90132287.100a",2004-02-16,750,"1207638","Theft"
"90132653.101c",2004-02-16,156,"1207442","Windscreen"
"90132898.100c",2004-02-16,250,"1207634","Windscreen"
"90132912.100c",2004-02-16,217,"1207103","Windscreen"
