"IDpol","Year","Damage","Fire","Other","Theft","TPL","Windscreen"
"90171835.101a",2003,0,0,0,0,0,0
"90171848.100a",2003,0,0,0,0,0,0
"90171848.100b",2003,0,0,0,0,0,0
"90171851.100a",2003,0,0,0,0,0,0
"90171851.100b",2003,0,0,0,0,0,0
"90171851.101a",2003,0,0,0,0,0,0
"90171858.101a",2003,0,0,0,0,0,0
"90171858.101b",2003,0,0,0,0,0,0
"90171859.100a",2003,0,0,0,0,0,0
"90171876.101a",2003,0,0,0,0,0,0
"90171876.101b",2003,0,0,0,0,0,0
"90171876.101c",2003,0,0,0,0,0,0
"90171896.100b",2003,0,0,0,0,0,0
"90171896.101a",2003,0,0,0,0,0,0
"90171898.100a",2003,0,0,0,0,0,0
"90171898.100b",2003,0,0,0,0,0,0
"90171919.100a",2003,0,0,0,0,0,0
"90171920.100a",2003,0,0,0,0,0,0
"90171928.100a",2003,0,0,0,0,0,0
"90171929.100a",2003,0,0,0,0,0,0
"90171929.100b",2003,0,0,0,0,0,0
"90171931.100a",2003,0,0,0,0,0,0
"90171939.100a",2003,0,0,0,0,0,0
"90171939.100b",2003,0,0,0,0,0,0
"90171942.100a",2003,0,0,0,0,0,0
"90171942.100b",2003,0,0,0,0,0,0
"90171942.102a",2003,0,0,0,0,0,0
"90171948.100a",2003,0,0,0,0,0,0
"90171956.100a",2003,0,0,0,0,0,0
"90171957.100b",2003,0,0,0,0,0,0
"90171959.100a",2003,0,0,0,0,0,0
"90171959.100b",2003,0,0,0,0,0,0
"90171960.101a",2003,0,0,0,0,0,0
"90171960.101b",2003,0,0,0,0,0,0
"90171960.101c",2003,0,0,0,0,0,0
"90171960.102a",2003,0,0,0,0,0,0
"90171963.100a",2003,0,0,0,0,0,0
"90171964.100a",2003,0,0,0,0,0,0
"90171966.100a",2003,0,0,0,0,0,0
"90171967.100a",2003,0,0,0,0,0,0
"90171982.100a",2003,0,0,0,0,0,0
"90171982.100b",2003,0,0,0,0,0,0
"90171983.100a",2003,0,0,0,0,0,0
"90171987.100a",2003,0,0,0,0,0,0
"90171995.100a",2003,0,0,0,0,0,0
"90171998.100a",2003,0,0,0,0,0,0
"90171998.100b",2003,0,0,0,0,0,0
"90171998.100c",2003,0,0,0,0,0,0
"90171998.100d",2003,0,0,0,0,0,0
"90172000.100a",2003,0,0,0,0,0,0
"90172000.100b",2003,0,0,0,0,0,0
"90172002.100a",2003,0,0,0,0,0,0
"90172003.100a",2003,0,0,0,0,0,0
"90172003.100b",2003,0,0,0,0,0,0
"90172008.100a",2003,0,0,0,0,0,0
"90172011.100a",2003,0,0,0,0,0,0
"90172011.100b",2003,0,0,0,0,0,0
"90172017.100a",2003,0,0,0,0,0,0
"90172023.100a",2003,0,0,0,0,0,0
"90172023.100b",2003,0,0,0,0,0,0
"90172023.100c",2003,0,0,0,0,0,0
"90172025.100a",2003,0,0,0,0,0,0
"90172029.100a",2003,0,0,0,0,0,0
"90172031.100a",2003,0,0,0,0,0,0
"90172031.100b",2003,0,0,0,0,0,0
"90172034.100a",2003,0,0,0,0,0,0
"90172034.100b",2003,0,0,0,0,0,0
"90172061.100a",2003,0,0,0,0,0,0
"90172068.100a",2003,0,0,0,0,0,0
"90172074.100a",2003,0,0,0,0,0,0
"90172074.100b",2003,0,0,0,0,0,0
"90172074.100c",2003,0,0,0,0,0,0
"90172075.100a",2003,0,0,0,0,0,0
"90172088.100a",2003,0,0,0,0,0,0
"90172088.100b",2003,0,0,0,0,0,0
"90172089.100a",2003,0,0,0,0,0,0
"90172089.100b",2003,0,0,0,0,0,0
"90172091.100a",2003,0,0,0,0,0,0
"90172091.100b",2003,0,0,0,0,0,0
"90172091.100c",2003,0,0,0,0,0,0
"90172101.100a",2003,0,0,0,0,0,0
"90172102.101a",2003,0,0,0,0,0,0
"90172108.100a",2003,0,0,0,0,0,0
"90172108.100b",2003,0,0,0,0,0,0
"90172108.100c",2003,0,0,0,0,0,0
"90172110.100a",2003,0,0,0,0,0,0
"90172110.102a",2003,0,0,0,0,0,0
"90172110.102b",2003,0,0,0,0,0,0
"90172111.100b",2003,0,0,0,0,0,0
"90172112.100a",2003,0,0,0,0,0,0
"90172112.100b",2003,0,0,0,0,0,0
"90172112.101a",2003,0,0,0,0,0,0
"90172115.100a",2003,0,0,0,0,0,0
"90172120.100a",2003,0,0,0,0,0,0
"90172120.100b",2003,0,0,0,0,0,0
"90172125.100a",2003,0,0,0,0,0,0
"90172130.100a",2003,0,0,0,0,0,0
"90172139.100a",2003,0,0,0,0,0,0
"90172139.100b",2003,0,0,0,0,0,0
"90172139.100c",2003,0,0,0,0,0,0
"90172141.100b",2003,0,0,0,0,0,0
"90172145.101a",2003,0,0,0,0,0,0
"90172145.101b",2003,0,0,0,0,0,0
"90172145.102a",2003,0,0,0,0,0,0
"90172149.100a",2003,0,0,0,0,0,0
"90172164.100a",2003,0,0,0,0,0,0
"90172165.100a",2003,0,0,0,0,0,0
"90172171.100a",2003,0,0,0,0,0,0
"90172171.100b",2003,0,0,0,0,0,0
"90172175.100b",2003,0,0,0,0,0,0
"90172177.100a",2003,0,0,0,0,0,0
"90172181.100a",2003,0,0,0,0,0,0
"90172181.100b",2003,0,0,0,0,0,0
"90172191.100a",2003,0,0,0,0,0,0
"90172192.100a",2003,0,0,0,0,0,0
"90172205.100a",2003,0,0,0,0,0,0
"90172205.100b",2003,0,0,0,0,0,0
"90172213.100a",2003,0,0,0,0,0,0
"90172213.100b",2003,0,0,0,0,0,0
"90172213.100c",2003,0,0,0,0,0,0
"90172217.100a",2003,0,0,0,0,0,0
"90172217.100b",2003,0,0,0,0,0,0
"90172227.100a",2003,0,0,0,0,0,0
"90172232.100b",2003,0,0,0,0,0,0
"90172234.100a",2003,0,0,0,0,0,0
"90172240.100a",2003,0,0,0,0,0,0
"90172240.100b",2003,0,0,0,0,0,0
"90172241.100a",2003,0,0,0,0,0,0
"90172244.100a",2003,0,0,0,0,0,0
"90172244.100b",2003,0,0,0,0,0,0
"90172253.100a",2003,0,0,0,0,0,0
"90172253.100b",2003,0,0,0,0,0,0
"90172253.100c",2003,0,0,0,0,0,0
"90172254.100a",2003,0,0,0,0,0,0
"90172254.100b",2003,0,0,0,0,0,0
"90172254.100c",2003,0,0,0,0,0,0
"90172265.100a",2003,0,0,0,0,0,0
"90172266.101a",2003,0,0,0,0,0,0
"90172267.101a",2003,0,0,0,0,0,0
"90172277.100a",2003,0,0,0,0,0,0
"90172279.100a",2003,0,0,0,0,0,0
"90172283.100a",2003,0,0,0,0,0,0
"90172284.100a",2003,0,0,0,0,0,0
"90172287.100a",2003,0,0,0,0,0,0
"90172287.100b",2003,0,0,0,0,0,0
"90172287.100c",2003,0,0,0,0,0,0
"90172287.100d",2003,0,0,0,0,0,0
"90172288.100a",2003,0,0,0,0,0,0
"90172307.100a",2003,0,0,0,0,0,0
"90172307.100c",2003,0,0,0,0,0,0
"90172307.101a",2003,0,0,0,0,0,0
"90172313.100a",2003,0,0,0,0,0,0
"90172313.100b",2003,0,0,0,0,0,0
"90172316.100a",2003,0,0,0,0,0,0
"90172316.100b",2003,0,0,0,0,0,0
"90172316.101a",2003,0,0,0,0,0,0
"90172316.101b",2003,0,0,0,0,0,0
"90172325.101a",2003,0,0,0,0,0,0
"90172389.101a",2003,0,0,0,0,0,0
"90172393.100a",2003,0,0,0,0,0,0
"90172393.100b",2003,0,0,0,0,0,0
"90172393.100c",2003,0,0,0,0,0,0
"90172398.100a",2003,0,0,0,0,0,0
"90172399.100b",2003,0,0,0,0,0,0
"90172399.100c",2003,0,0,0,0,0,0
"90172411.100a",2003,0,0,0,0,0,0
"90172424.100a",2003,0,0,0,0,0,0
"90172426.100c",2003,0,0,0,0,0,0
"90172442.100a",2003,0,0,0,0,0,0
"90172474.101a",2003,0,0,0,0,0,0
"90172474.101c",2003,0,0,0,0,0,0
"90172474.101d",2003,0,0,0,0,0,0
"90172482.100a",2003,0,0,0,0,0,0
"90172482.100b",2003,0,0,0,0,0,0
"90172484.102a",2003,0,0,0,0,0,0
"90172496.100a",2003,0,0,0,0,0,0
"90172496.100b",2003,0,0,0,0,0,0
"90172496.100c",2003,0,0,0,0,0,0
"90172500.100a",2003,0,0,0,0,0,0
"90172500.100c",2003,0,0,0,0,0,0
"90172525.100a",2003,0,0,0,0,0,0
"90172525.100b",2003,0,0,0,0,0,0
"90172525.100c",2003,0,0,0,0,0,0
"90172529.100a",2003,0,0,0,0,0,0
"90172530.100a",2003,0,0,0,0,0,0
"90172530.100b",2003,0,0,0,0,0,0
"90172549.100a",2003,0,0,0,0,0,0
"90172549.100b",2003,0,0,0,0,0,0
"90172549.100c",2003,0,0,0,0,0,0
"90172568.101a",2003,0,0,0,0,0,0
"90172570.100a",2003,0,0,0,0,0,0
"90172577.100a",2003,0,0,0,0,0,0
"90172577.100b",2003,0,0,0,0,0,0
"90172577.100c",2003,0,0,0,0,0,0
"90172583.100a",2003,0,0,0,0,0,0
"90172583.100b",2003,0,0,0,0,0,0
"90172583.100c",2003,0,0,0,0,0,0
"90172587.100a",2003,0,0,0,0,0,0
"90172606.100a",2003,0,0,0,0,0,0
"90172609.100a",2003,0,0,0,0,0,0
"90172616.100a",2003,0,0,0,0,0,0
"90172616.100b",2003,0,0,0,0,0,0
"90172621.100a",2003,0,0,0,0,0,0
"90172630.100a",2003,0,0,0,0,0,0
"90172638.100a",2003,0,0,0,0,0,0
"90172638.100b",2003,0,0,0,0,0,0
"90172638.100c",2003,0,0,0,0,0,0
"90172643.100a",2003,0,0,0,0,0,0
"90172643.100b",2003,0,0,0,0,0,0
"90172643.100c",2003,0,0,0,0,0,0
"90172649.100a",2003,0,0,0,0,0,0
"90172649.100b",2003,0,0,0,0,0,0
"90172678.100a",2003,0,0,0,0,0,0
"90172678.100b",2003,0,0,0,0,0,0
"90172695.100a",2003,0,0,0,0,0,0
"90172695.100b",2003,0,0,0,0,0,0
"90172696.100b",2003,0,0,0,0,0,0
"90172696.100c",2003,0,0,0,0,0,0
"90172696.100d",2003,0,0,0,0,0,0
"90172704.100a",2003,0,0,0,0,0,0
"90172713.100a",2003,0,0,0,0,0,0
"90172717.100a",2003,0,0,0,0,0,0
"90172730.101a",2003,0,0,0,0,0,0
"90172734.100a",2003,0,0,0,0,0,0
"90172734.101a",2003,0,0,0,0,0,0
"90172739.100a",2003,0,0,0,0,0,0
"90172739.100b",2003,0,0,0,0,0,0
"90172739.100c",2003,0,0,0,0,0,0
"90172747.100a",2003,0,0,0,0,0,0
"90172747.101a",2003,0,0,0,0,0,0
"90172769.100a",2003,0,0,0,0,0,0
"90172769.100c",2003,0,0,0,0,0,0
"90172775.100a",2003,0,0,0,0,0,0
"90172775.100b",2003,0,0,0,0,0,0
"90172778.100a",2003,0,0,0,0,0,0
"90172791.101a",2003,0,0,0,0,0,0
"90172791.101b",2003,0,0,0,0,0,0
"90172803.100a",2003,0,0,0,0,0,0
"90172803.100b",2003,0,0,0,0,0,0
"90172809.100a",2003,0,0,0,0,0,0
"90172822.100a",2003,0,0,0,0,0,0
"90172822.100b",2003,0,0,0,0,0,0
"90172826.100a",2003,0,0,0,0,0,0
"90172826.100b",2003,0,0,0,0,0,0
"90172827.100b",2003,0,0,0,0,0,0
"90172830.100a",2003,0,0,0,0,0,0
"90172830.100b",2003,0,0,0,0,0,0
"90172830.100c",2003,0,0,0,0,0,0
"90172840.100a",2003,0,0,0,0,0,0
"90172840.100b",2003,0,0,0,0,0,0
"90172841.100a",2003,0,0,0,0,0,0
"90172841.100b",2003,0,0,0,0,0,0
"90172845.100a",2003,0,0,0,0,0,0
"90172845.100b",2003,0,0,0,0,0,0
"90172846.100a",2003,0,0,0,0,0,0
"90172846.100b",2003,0,0,0,0,0,0
"90172853.100a",2003,0,0,0,0,0,0
"90172854.100a",2003,0,0,0,0,0,0
"90172854.100b",2003,0,0,0,0,0,0
"90172858.100a",2003,0,0,0,0,0,0
"90172859.100a",2003,0,0,0,0,0,0
"90172859.100b",2003,0,0,0,0,0,0
"90172878.100a",2003,0,0,0,0,0,0
"90172897.100a",2003,0,0,0,0,0,0
"90172897.100b",2003,0,0,0,0,0,0
"90172897.100c",2003,0,0,0,0,0,0
"90172949.100a",2003,0,0,0,0,0,0
"90172958.100a",2003,0,0,0,0,0,0
"90172960.100a",2003,0,0,0,0,0,0
"90172964.100b",2003,0,0,0,0,0,0
"90172964.100c",2003,0,0,0,0,0,0
"90172992.101a",2003,0,0,0,0,0,0
"90173008.100a",2003,0,0,0,0,0,0
"90173013.100a",2003,0,0,0,0,0,0
"90173013.100b",2003,0,0,0,0,0,0
"90173013.100c",2003,0,0,0,0,0,0
"90173013.100d",2003,0,0,0,0,0,0
"90173013.100e",2003,0,0,0,0,0,0
"90173039.100a",2003,0,0,0,0,0,0
"90173039.100b",2003,0,0,0,0,0,0
"90173039.100c",2003,0,0,0,0,0,0
"90173061.100c",2003,0,0,0,0,0,0
"90173063.100a",2003,0,0,0,0,0,0
"90173063.100b",2003,0,0,0,0,0,0
"90173070.101a",2003,0,0,0,0,0,0
"90173077.101a",2003,0,0,0,0,0,0
"90173083.101a",2003,0,0,0,0,0,0
"90173083.101b",2003,0,0,0,0,0,0
"90173083.101c",2003,0,0,0,0,0,0
"90173086.100a",2003,0,0,0,0,0,0
"90173086.100b",2003,0,0,0,0,0,0
"90173099.100b",2003,0,0,0,0,0,0
"90173099.100c",2003,0,0,0,0,0,0
"90173103.100a",2003,0,0,0,0,0,0
"90173104.100a",2003,0,0,0,0,0,0
"90173123.100a",2003,0,0,0,0,0,0
"90173139.101a",2003,0,0,0,0,0,0
"90173139.101b",2003,0,0,0,0,0,0
"90173141.100a",2003,0,0,0,0,0,0
"90173154.100a",2003,0,0,0,0,0,0
"90173154.100b",2003,0,0,0,0,0,0
"90173156.100a",2003,0,0,0,0,0,0
"90173162.100a",2003,0,0,0,0,0,0
"90173758.100a",2003,0,0,0,0,0,0
"90173764.100a",2003,0,0,0,0,0,0
"90173765.100a",2003,0,0,0,0,0,0
"90173765.100b",2003,0,0,0,0,0,0
"90173771.102a",2003,0,0,0,0,0,0
"90173772.100a",2003,0,0,0,0,0,0
"90173772.100b",2003,0,0,0,0,0,0
"90173802.100a",2003,0,0,0,0,0,0
"90173802.100b",2003,0,0,0,0,0,0
"90173805.100c",2003,0,0,0,0,0,0
"90173810.100a",2003,0,0,0,0,0,0
"90173810.100b",2003,0,0,0,0,0,0
"90173812.100a",2003,0,0,0,0,0,0
"90173813.100a",2003,0,0,0,0,0,0
"90173813.100b",2003,0,0,0,0,0,0
"90173816.100a",2003,0,0,0,0,0,0
"90173832.100a",2003,0,0,0,0,0,0
"90173832.100b",2003,0,0,0,0,0,0
"90173832.100c",2003,0,0,0,0,0,0
"90173838.100a",2003,0,0,0,0,0,0
"90173850.100a",2003,0,0,0,0,0,0
"90173860.100b",2003,0,0,0,0,0,0
"90173860.100c",2003,0,0,0,0,0,0
"90173865.100a",2003,0,0,0,0,0,0
"90173865.100b",2003,0,0,0,0,0,0
"90173866.100a",2003,0,0,0,0,0,0
"90173869.101a",2003,0,0,0,0,0,0
"90173869.101b",2003,0,0,0,0,0,0
"90173872.100a",2003,0,0,0,0,0,0
"90173874.100a",2003,0,0,0,0,0,0
"90173879.100a",2003,0,0,0,0,0,0
"90173879.100b",2003,0,0,0,0,0,0
"90173880.100a",2003,0,0,0,0,0,0
"90173881.100a",2003,0,0,0,0,0,0
"90173889.100a",2003,0,0,0,0,0,0
"90173889.100b",2003,0,0,0,0,0,0
"90173889.100c",2003,0,0,0,0,0,0
"90173889.101a",2003,0,0,0,0,0,0
"90173889.101b",2003,0,0,0,0,0,0
"90173889.101c",2003,0,0,0,0,0,0
"90173896.100a",2003,0,0,0,0,0,0
"90173896.100b",2003,0,0,0,0,0,0
"90173902.100b",2003,0,0,0,0,0,0
"90173902.100c",2003,0,0,0,0,0,0
"90173905.101a",2003,0,0,0,0,0,0
"90173905.101b",2003,0,0,0,0,0,0
"90173905.101c",2003,0,0,0,0,0,0
"90173918.100a",2003,0,0,0,0,0,0
"90173937.100a",2003,0,0,0,0,0,0
"90173939.101a",2003,0,0,0,0,0,0
"90173956.100a",2003,0,0,0,0,0,0
"90173959.100a",2003,0,0,0,0,0,0
"90173959.100b",2003,0,0,0,0,0,0
"90173966.100a",2003,0,0,0,0,0,0
"90173966.100b",2003,0,0,0,0,0,0
"90173968.101a",2003,0,0,0,0,0,0
"90173968.101b",2003,0,0,0,0,0,0
"90173968.103a",2003,0,0,0,0,0,0
"90173968.103b",2003,0,0,0,0,0,0
"90173970.100a",2003,0,0,0,0,0,0
"90173980.101a",2003,0,0,0,0,0,0
"90173980.101b",2003,0,0,0,0,0,0
"90173986.100a",2003,0,0,0,0,0,0
"90173986.100b",2003,0,0,0,0,0,0
"90173986.100c",2003,0,0,0,0,0,0
"90173986.100d",2003,0,0,0,0,0,0
"90173986.101a",2003,0,0,0,0,0,0
"90173992.101a",2003,0,0,0,0,0,0
"90173992.101b",2003,0,0,0,0,0,0
"90173997.101a",2003,0,0,0,0,0,0
"90174004.100a",2003,0,0,0,0,0,0
"90174004.100c",2003,0,0,0,0,0,0
"90174007.100a",2003,0,0,0,0,0,0
"90174007.100b",2003,0,0,0,0,0,0
"90174016.100a",2003,0,0,0,0,0,0
"90174026.100a",2003,0,0,0,0,0,0
"90174026.100b",2003,0,0,0,0,0,0
"90174036.100a",2003,0,0,0,0,0,0
"90174042.100b",2003,0,0,0,0,0,0
"90174053.100a",2003,0,0,0,0,0,0
"90174053.100c",2003,0,0,0,0,0,0
"90174054.100a",2003,0,0,0,0,0,0
"90174070.100a",2003,0,0,0,0,0,0
"90174083.100a",2003,0,0,0,0,0,0
"90174083.100b",2003,0,0,0,0,0,0
"90174083.100d",2003,0,0,0,0,0,0
"90174085.100a",2003,0,0,0,0,0,0
"90174085.100b",2003,0,0,0,0,0,0
"90174085.100c",2003,0,0,0,0,0,0
"90174093.101a",2003,0,0,0,0,0,0
"90174093.101b",2003,0,0,0,0,0,0
"90174093.101c",2003,0,0,0,0,0,0
"90174098.100a",2003,0,0,0,0,0,0
"90174098.100b",2003,0,0,0,0,0,0
"90174098.100c",2003,0,0,0,0,0,0
"90174104.100a",2003,0,0,0,0,0,0
"90174104.100b",2003,0,0,0,0,0,0
"90174104.100c",2003,0,0,0,0,0,0
"90174104.101a",2003,0,0,0,0,0,0
"90174104.101b",2003,0,0,0,0,0,0
"90174104.101c",2003,0,0,0,0,0,0
"90174107.100a",2003,0,0,0,0,0,0
"90174110.100a",2003,0,0,0,0,0,0
"90174111.101a",2003,0,0,0,0,0,0
"90174114.100a",2003,0,0,0,0,0,0
"90174114.100b",2003,0,0,0,0,0,0
"90174114.100c",2003,0,0,0,0,0,0
"90174136.100a",2003,0,0,0,0,0,0
"90174143.101a",2003,0,0,0,0,0,0
"90174169.100a",2003,0,0,0,0,0,0
"90174169.100b",2003,0,0,0,0,0,0
"90174169.100c",2003,0,0,0,0,0,0
"90174174.101a",2003,0,0,0,0,0,0
"90174174.101b",2003,0,0,0,0,0,0
"90174174.101c",2003,0,0,0,0,0,0
"90174174.101d",2003,0,0,0,0,0,0
"90174202.100a",2003,0,0,0,0,0,0
"90174212.100a",2003,0,0,0,0,0,0
"90174213.101a",2003,0,0,0,0,0,0
"90174213.101b",2003,0,0,0,0,0,0
"90174213.101d",2003,0,0,0,0,0,0
"90174213.101e",2003,0,0,0,0,0,0
"90174217.100a",2003,0,0,0,0,0,0
"90174217.100b",2003,0,0,0,0,0,0
"90174217.101a",2003,0,0,0,0,0,0
"90174224.100a",2003,0,0,0,0,0,0
"90174226.100a",2003,0,0,0,0,0,0
"90174229.100a",2003,0,0,0,0,0,0
"90174229.100b",2003,0,0,0,0,0,0
"90174229.100c",2003,0,0,0,0,0,0
"90174251.100a",2003,0,0,0,0,0,0
"90174264.100a",2003,0,0,0,0,0,0
"90174264.100b",2003,0,0,0,0,0,0
"90174265.100a",2003,0,0,0,0,0,0
"90174266.100a",2003,0,0,0,0,0,0
"90174268.100a",2003,0,0,0,0,0,0
"90174268.100b",2003,0,0,0,0,0,0
"90174268.100c",2003,0,0,0,0,0,0
"90174280.100a",2003,0,0,0,0,0,0
"90174280.100b",2003,0,0,0,0,0,0
"90174287.100a",2003,0,0,0,0,0,0
"90174297.100a",2003,0,0,0,0,0,0
"90174308.100a",2003,0,0,0,0,0,0
"90174308.100b",2003,0,0,0,0,0,0
"90174308.100c",2003,0,0,0,0,0,0
"90174308.101a",2003,0,0,0,0,0,0
"90174308.101c",2003,0,0,0,0,0,0
"90174310.101a",2003,0,0,0,0,0,0
"90174310.101b",2003,0,0,0,0,0,0
"90174312.101b",2003,0,0,0,0,0,0
"90174312.101c",2003,0,0,0,0,0,0
"90174343.100a",2003,0,0,0,0,0,0
"90174343.100b",2003,0,0,0,0,0,0
"90174368.100a",2003,0,0,0,0,0,0
"90174368.100b",2003,0,0,0,0,0,0
"90174371.100a",2003,0,0,0,0,0,0
"90174372.101a",2003,0,0,0,0,0,0
"90174372.101b",2003,0,0,0,0,0,0
"90174392.100a",2003,0,0,0,0,0,0
"90174395.100a",2003,0,0,0,0,0,0
"90174395.100b",2003,0,0,0,0,0,0
"90174434.100a",2003,0,0,0,0,0,0
"90174445.100a",2003,0,0,0,0,0,0
"90174445.100b",2003,0,0,0,0,0,0
"90174452.100a",2003,0,0,0,0,0,0
"90174452.100b",2003,0,0,0,0,0,0
"90174457.100a",2003,0,0,0,0,0,0
"90174457.100b",2003,0,0,0,0,0,0
"90174460.100a",2003,0,0,0,0,0,0
"90174464.100a",2003,0,0,0,0,0,0
"90174464.100b",2003,0,0,0,0,0,0
"90174471.100a",2003,0,0,0,0,0,0
"90174471.100b",2003,0,0,0,0,0,0
"90174478.100a",2003,0,0,0,0,0,0
"90174480.100a",2003,0,0,0,0,0,0
"90174480.100b",2003,0,0,0,0,0,0
"90174486.100a",2003,0,0,0,0,0,0
"90174486.100b",2003,0,0,0,0,0,0
"90174507.100a",2003,0,0,0,0,0,0
"90174532.100a",2003,0,0,0,0,0,0
"90174532.100b",2003,0,0,0,0,0,0
"90174542.100b",2003,0,0,0,0,0,0
"90174542.100c",2003,0,0,0,0,0,0
"90174546.100a",2003,0,0,0,0,0,0
"90174546.100b",2003,0,0,0,0,0,0
"90174550.101a",2003,0,0,0,0,0,0
"90174550.101b",2003,0,0,0,0,0,0
"90174561.100a",2003,0,0,0,0,0,0
"90175758.100a",2003,0,0,0,0,0,0
"90175758.100b",2003,0,0,0,0,0,0
"90175758.100d",2003,0,0,0,0,0,0
"90175758.102a",2003,0,0,0,0,0,0
"90175758.102b",2003,0,0,0,0,0,0
"90175758.102c",2003,0,0,0,0,0,0
"90175758.102d",2003,0,0,0,0,0,0
"90175790.100a",2003,0,0,0,0,0,0
"90175800.100a",2003,0,0,0,0,0,0
"90175800.100b",2003,0,0,0,0,0,0
"90175812.100a",2003,0,0,0,0,0,0
"90175813.100a",2003,0,0,0,0,0,0
"90175813.100b",2003,0,0,0,0,0,0
"90175815.101a",2003,0,0,0,0,0,0
"90175815.101b",2003,0,0,0,0,0,0
"90175815.101c",2003,0,0,0,0,0,0
"90175824.100a",2003,0,0,0,0,0,0
"90175838.100a",2003,0,0,0,0,0,0
"90175838.100b",2003,0,0,0,0,0,0
"90175845.105a",2003,0,0,0,0,0,0
"90175855.100a",2003,0,0,0,0,0,0
"90175855.100b",2003,0,0,0,0,0,0
"90175856.100a",2003,0,0,0,0,0,0
"90175858.100a",2003,0,0,0,0,0,0
"90175858.100b",2003,0,0,0,0,0,0
"90175858.101a",2003,0,0,0,0,0,0
"90175858.102a",2003,0,0,0,0,0,0
"90175869.100a",2003,0,0,0,0,0,0
"90175869.100b",2003,0,0,0,0,0,0
"90175869.100c",2003,0,0,0,0,0,0
"90175876.101a",2003,0,0,0,0,0,0
"90175876.102a",2003,0,0,0,0,0,0
"90175876.102b",2003,0,0,0,0,0,0
"90175880.100a",2003,0,0,0,0,0,0
"90175880.100b",2003,0,0,0,0,0,0
"90175880.100c",2003,0,0,0,0,0,0
"90175880.101a",2003,0,0,0,0,0,0
"90175880.101b",2003,0,0,0,0,0,0
"90175885.101a",2003,0,0,0,0,0,0
"90175885.101b",2003,0,0,0,0,0,0
"90175889.100a",2003,0,0,0,0,0,0
"90175889.102a",2003,0,0,0,0,0,0
"90175893.101a",2003,0,0,0,0,0,0
"90175902.101a",2003,0,0,0,0,0,0
"90175902.101b",2003,0,0,0,0,0,0
"90175902.101c",2003,0,0,0,0,0,0
"90175902.101d",2003,0,0,0,0,0,0
"90175902.101e",2003,0,0,0,0,0,0
"90175902.101f",2003,0,0,0,0,0,0
"90175902.101g",2003,0,0,0,0,0,0
"90175902.101h",2003,0,0,0,0,0,0
"90175904.100a",2003,0,0,0,0,0,0
"90175911.100a",2003,0,0,0,0,0,0
"90175911.100b",2003,0,0,0,0,0,0
"90175912.100a",2003,0,0,0,0,0,0
"90175912.100b",2003,0,0,0,0,0,0
"90175914.100a",2003,0,0,0,0,0,0
"90175938.101a",2003,0,0,0,0,0,0
"90175938.103b",2003,0,0,0,0,0,0
"90175938.103c",2003,0,0,0,0,0,0
"90175946.103a",2003,0,0,0,0,0,0
"90175956.100a",2003,0,0,0,0,0,0
"90175956.100b",2003,0,0,0,0,0,0
"90175957.100a",2003,0,0,0,0,0,0
"90175957.100b",2003,0,0,0,0,0,0
"90175965.101b",2003,0,0,0,0,0,0
"90175967.101a",2003,0,0,0,0,0,0
"90175967.101b",2003,0,0,0,0,0,0
"90175967.101c",2003,0,0,0,0,0,0
"90175969.100a",2003,0,0,0,0,0,0
"90175969.100b",2003,0,0,0,0,0,0
"90175970.100a",2003,0,0,0,0,0,0
"90175970.100b",2003,0,0,0,0,0,0
"90175983.100a",2003,0,0,0,0,0,0
"90175983.100b",2003,0,0,0,0,0,0
"90175983.100c",2003,0,0,0,0,0,0
"90175983.101a",2003,0,0,0,0,0,0
"90175983.101b",2003,0,0,0,0,0,0
"90175988.100a",2003,0,0,0,0,0,0
"90175988.100b",2003,0,0,0,0,0,0
"90175991.100a",2003,0,0,0,0,0,0
"90175991.100b",2003,0,0,0,0,0,0
"90175992.100a",2003,0,0,0,0,0,0
"90175994.100a",2003,0,0,0,0,0,0
"90175994.100c",2003,0,0,0,0,0,0
"90175995.100b",2003,0,0,0,0,0,0
"90175996.100a",2003,0,0,0,0,0,0
"90175996.100b",2003,0,0,0,0,0,0
"90175996.100c",2003,0,0,0,0,0,0
"90176002.100a",2003,0,0,0,0,0,0
"90176013.100a",2003,0,0,0,0,0,0
"90176013.100c",2003,0,0,0,0,0,0
"90176018.100a",2003,0,0,0,0,0,0
"90176018.100b",2003,0,0,0,0,0,0
"90176025.100a",2003,0,0,0,0,0,0
"90176025.101b",2003,0,0,0,0,0,0
"90176025.101c",2003,0,0,0,0,0,0
"90176029.100b",2003,0,0,0,0,0,0
"90176029.100c",2003,0,0,0,0,0,0
"90176036.101a",2003,0,0,0,0,0,0
"90176037.100a",2003,0,0,0,0,0,0
"90176037.100b",2003,0,0,0,0,0,0
"90176067.100a",2003,0,0,0,0,0,0
"90176069.100a",2003,0,0,0,0,0,0
"90176079.100a",2003,0,0,0,0,0,0
"90176079.100b",2003,0,0,0,0,0,0
"90176079.100c",2003,0,0,0,0,0,0
"90176079.101a",2003,0,0,0,0,0,0
"90176084.100a",2003,0,0,0,0,0,0
"90176084.100b",2003,0,0,0,0,0,0
"90176084.100c",2003,0,0,0,0,0,0
"90176084.100d",2003,0,0,0,0,0,0
"90176104.101a",2003,0,0,0,0,0,0
"90176109.100a",2003,0,0,0,0,0,0
"90176109.100b",2003,0,0,0,0,0,0
"90176111.100a",2003,0,0,0,0,0,0
